Gender,Education_Level,Income_Level,Urban_Rural,Profession,Dowry_Amount_Lakhs
Female,Graduate,High,Urban,Farmer,9.01
Male,Postgraduate,Middle,Urban,Teacher,6.09
Female,School,High,Rural,Teacher,5.66
Male,Graduate,Middle,Rural,Teacher,14.68
Male,Graduate,High,Rural,Doctor,21.74
Female,Postgraduate,High,Rural,Business Owner,18.13
Male,Postgraduate,Low,Rural,Business Owner,16.45
Female,Graduate,Middle,Rural,Software Engineer,22.08
Female,Postgraduate,Middle,Urban,Teacher,11.85
Male,School,Low,Urban,Doctor,16.79
Male,Graduate,High,Rural,Software Engineer,18.25
Male,School,High,Rural,Business Owner,15.28
Female,Graduate,Low,Urban,Software Engineer,27.35
Male,School,Low,Rural,Teacher,12.15
Female,Graduate,High,Urban,Government Officer,15.29
Female,Postgraduate,High,Rural,Teacher,14.85
Male,Graduate,Low,Rural,Teacher,11.43
Female,School,Middle,Rural,Doctor,25.03
Male,Graduate,High,Rural,Government Officer,22.16
Male,School,Low,Urban,Farmer,8.42
Male,School,Middle,Urban,Government Officer,21.23
Male,School,Middle,Urban,Government Officer,20.02
Male,Postgraduate,Middle,Urban,Business Owner,10.15
Male,Graduate,Middle,Rural,Software Engineer,20.87
Male,School,Low,Urban,Business Owner,11.4
Female,Postgraduate,High,Urban,Farmer,8.13
Male,School,Middle,Urban,Government Officer,13.63
Female,Graduate,Middle,Rural,Doctor,19.64
Female,Postgraduate,Low,Rural,Farmer,10.28
Female,School,Middle,Rural,Teacher,9.05
Male,School,Low,Rural,Teacher,11.74
Female,School,Low,Rural,Business Owner,13.97
Female,Graduate,High,Urban,Farmer,6.07
Male,Postgraduate,Middle,Urban,Business Owner,13.94
Male,Postgraduate,High,Urban,Doctor,31.27
Female,Postgraduate,Low,Urban,Teacher,7.82
Male,School,Middle,Rural,Business Owner,13.06
Male,Postgraduate,Low,Urban,Software Engineer,14.05
Male,School,Low,Rural,Business Owner,12.21
Male,Graduate,Low,Rural,Business Owner,18.62
Female,Postgraduate,Middle,Urban,Government Officer,22.21
Male,School,Low,Urban,Software Engineer,17.47
Male,Postgraduate,Low,Urban,Software Engineer,12.65
Male,Postgraduate,Middle,Urban,Doctor,23.4
Female,Graduate,High,Urban,Government Officer,22.03
Female,Postgraduate,Low,Rural,Software Engineer,10.88
Male,Graduate,High,Urban,Government Officer,21.69
Male,Postgraduate,High,Rural,Government Officer,20.84
Female,Postgraduate,High,Rural,Teacher,5.65
Male,Postgraduate,High,Urban,Software Engineer,22.71
Male,Postgraduate,High,Rural,Teacher,7.99
Female,Postgraduate,High,Rural,Business Owner,10.13
Male,Postgraduate,Middle,Rural,Business Owner,12.62
Male,Graduate,Middle,Rural,Teacher,7.05
Female,Graduate,High,Rural,Business Owner,17.89
Female,School,Middle,Urban,Teacher,12.42
Male,Postgraduate,Middle,Urban,Doctor,34.62
Female,Graduate,High,Urban,Government Officer,18.94
Male,Postgraduate,High,Rural,Doctor,16.78
Male,Postgraduate,Low,Rural,Software Engineer,17.36
Male,Graduate,Middle,Urban,Doctor,31.77
Female,Postgraduate,High,Rural,Doctor,22.94
Female,Graduate,Middle,Rural,Business Owner,13.47
Male,Graduate,Middle,Rural,Farmer,6.71
Male,School,Middle,Rural,Farmer,5.12
Female,School,Low,Rural,Teacher,5.73
Female,School,High,Urban,Software Engineer,13.61
Female,School,Middle,Urban,Farmer,6.28
Male,Postgraduate,High,Rural,Business Owner,10.95
Female,Postgraduate,Middle,Urban,Software Engineer,21.45
Female,School,High,Urban,Government Officer,19.98
Male,Graduate,High,Rural,Teacher,10.7
Male,Graduate,High,Urban,Business Owner,9.02
Male,Graduate,Middle,Urban,Doctor,28.34
Female,Graduate,Low,Rural,Government Officer,17.0
Male,Postgraduate,High,Urban,Doctor,32.56
Male,Graduate,Low,Rural,Farmer,7.73
Male,Graduate,High,Urban,Software Engineer,11.69
Male,School,Low,Urban,Government Officer,12.12
Female,Graduate,High,Urban,Business Owner,16.43
Male,Postgraduate,Low,Urban,Doctor,23.01
Female,Graduate,High,Rural,Farmer,5.59
Female,Graduate,High,Rural,Doctor,23.94
Female,Postgraduate,Low,Urban,Software Engineer,11.45
Male,School,High,Rural,Software Engineer,17.84
Female,Postgraduate,Middle,Rural,Farmer,5.83
Male,School,High,Urban,Teacher,13.0
Male,Graduate,High,Urban,Farmer,4.57
Male,School,Middle,Rural,Teacher,12.56
Female,School,Middle,Rural,Farmer,7.5
Male,School,Middle,Rural,Farmer,3.74
Male,Graduate,Low,Rural,Software Engineer,29.39
Male,School,Middle,Urban,Teacher,12.34
Female,School,Low,Rural,Farmer,5.34
Female,Graduate,Middle,Rural,Doctor,26.64
Female,Postgraduate,Low,Rural,Software Engineer,28.0
Male,Postgraduate,Middle,Urban,Government Officer,24.1
Female,Postgraduate,Middle,Rural,Software Engineer,24.62
Male,Graduate,High,Rural,Farmer,9.55
Male,Graduate,Middle,Urban,Business Owner,11.33
Female,Postgraduate,High,Urban,Business Owner,19.88
Male,School,Middle,Rural,Software Engineer,14.87
Female,Postgraduate,Middle,Urban,Government Officer,13.16
Male,Graduate,High,Rural,Software Engineer,29.55
Female,School,High,Rural,Government Officer,13.99
Male,School,Low,Urban,Farmer,7.69
Male,Graduate,High,Urban,Doctor,24.36
Male,School,Low,Urban,Doctor,31.96
Male,Postgraduate,Middle,Rural,Government Officer,17.16
Male,Graduate,High,Urban,Teacher,10.02
Female,Graduate,High,Rural,Doctor,15.87
Male,Graduate,Middle,Urban,Business Owner,10.49
Female,Graduate,Middle,Rural,Software Engineer,26.66
Female,School,Middle,Rural,Farmer,7.31
Female,Graduate,Middle,Urban,Teacher,7.31
Male,Graduate,High,Urban,Business Owner,12.43
Male,School,Middle,Rural,Software Engineer,15.7
Male,Graduate,Middle,Urban,Business Owner,14.67
Female,School,High,Urban,Teacher,5.51
Male,School,Low,Urban,Government Officer,14.92
Male,Graduate,High,Urban,Software Engineer,17.1
Female,Postgraduate,Low,Urban,Business Owner,19.14
Female,Graduate,Middle,Urban,Farmer,8.61
Female,Postgraduate,High,Urban,Farmer,7.54
Female,School,Middle,Rural,Business Owner,10.29
Female,Postgraduate,High,Urban,Teacher,10.58
Female,Graduate,Low,Rural,Teacher,14.29
Male,Graduate,High,Urban,Farmer,8.1
Female,Postgraduate,Middle,Rural,Farmer,4.48
Male,Graduate,High,Rural,Teacher,14.97
Male,Postgraduate,Middle,Urban,Government Officer,18.49
Male,School,High,Urban,Doctor,21.39
Female,Postgraduate,Low,Urban,Business Owner,14.04
Male,Postgraduate,High,Urban,Government Officer,15.43
Female,Postgraduate,High,Rural,Business Owner,8.36
Female,Postgraduate,High,Rural,Farmer,11.01
Male,School,High,Urban,Government Officer,17.58
Female,School,Low,Rural,Farmer,9.78
Male,School,Middle,Urban,Farmer,11.74
Male,Postgraduate,High,Rural,Farmer,8.69
Female,School,High,Urban,Software Engineer,23.83
Male,Graduate,High,Rural,Doctor,33.86
Male,School,Low,Urban,Farmer,7.65
Male,Postgraduate,Middle,Rural,Business Owner,11.84
Female,Graduate,Middle,Urban,Teacher,14.21
Male,Postgraduate,High,Urban,Doctor,16.38
Female,Graduate,High,Rural,Business Owner,10.58
Female,Postgraduate,Middle,Rural,Software Engineer,16.83
Male,Postgraduate,High,Rural,Farmer,10.04
Male,Graduate,High,Rural,Business Owner,18.85
Female,School,High,Rural,Business Owner,13.42
Female,Graduate,Low,Urban,Business Owner,11.43
Male,Graduate,Low,Rural,Doctor,22.06
Male,Graduate,Middle,Rural,Farmer,8.91
Female,Graduate,Low,Rural,Business Owner,9.9
Female,Graduate,Low,Rural,Teacher,10.47
Female,Postgraduate,Middle,Urban,Farmer,8.3
Female,Postgraduate,Low,Urban,Government Officer,21.2
Female,School,Middle,Urban,Teacher,11.04
Male,School,High,Urban,Software Engineer,11.94
Female,Graduate,Middle,Rural,Doctor,28.78
Female,School,Middle,Urban,Government Officer,12.28
Male,School,Middle,Urban,Doctor,22.81
Male,Graduate,High,Rural,Doctor,23.34
Female,Postgraduate,High,Rural,Business Owner,9.4
Female,Postgraduate,High,Rural,Teacher,5.1
Male,School,Middle,Rural,Government Officer,12.93
Female,Postgraduate,Middle,Rural,Business Owner,13.36
Female,Postgraduate,Middle,Rural,Government Officer,15.12
Male,School,Middle,Urban,Farmer,3.62
Female,Graduate,Middle,Urban,Farmer,5.31
Male,School,Middle,Rural,Teacher,10.29
Male,School,Middle,Urban,Business Owner,16.91
Male,School,Low,Rural,Government Officer,17.36
Male,Graduate,High,Rural,Farmer,8.52
Female,Graduate,Low,Urban,Business Owner,15.16
Male,Graduate,High,Urban,Doctor,32.93
Female,Graduate,Middle,Urban,Farmer,4.61
Female,School,Low,Urban,Software Engineer,19.53
Female,Postgraduate,Middle,Urban,Government Officer,20.21
Female,School,Low,Rural,Farmer,7.68
Female,Graduate,Low,Urban,Teacher,9.5
Male,Postgraduate,Middle,Urban,Government Officer,24.65
Male,School,Low,Rural,Software Engineer,28.84
Male,Postgraduate,Low,Urban,Government Officer,19.95
Male,Graduate,High,Urban,Government Officer,17.71
Female,Postgraduate,Middle,Urban,Farmer,9.8
Male,Postgraduate,Middle,Urban,Government Officer,18.67
Female,Graduate,Low,Urban,Teacher,14.96
Female,Postgraduate,Middle,Rural,Software Engineer,23.72
Male,School,High,Urban,Farmer,3.61
Male,Postgraduate,High,Urban,Software Engineer,18.04
Male,School,Middle,Rural,Teacher,12.3
Male,Postgraduate,Middle,Urban,Government Officer,22.95
Female,Postgraduate,High,Rural,Government Officer,22.57
Female,Graduate,Middle,Rural,Farmer,11.8
Male,Graduate,Low,Rural,Software Engineer,19.78
Female,School,Middle,Urban,Government Officer,13.82
Female,Graduate,Low,Urban,Doctor,28.04
Female,Graduate,High,Urban,Government Officer,12.92
Male,Graduate,Middle,Urban,Government Officer,24.66
Female,Graduate,High,Rural,Business Owner,17.1
Male,Graduate,Middle,Rural,Software Engineer,29.64
Male,School,Low,Rural,Software Engineer,17.55
Female,School,Middle,Urban,Doctor,15.32
Female,Graduate,High,Rural,Doctor,25.43
Male,Graduate,Low,Urban,Doctor,17.42
Female,School,Middle,Rural,Software Engineer,23.59
Female,Postgraduate,High,Rural,Business Owner,13.97
Male,School,High,Rural,Business Owner,17.04
Male,Postgraduate,Middle,Urban,Teacher,7.91
Male,Graduate,High,Rural,Software Engineer,26.58
Male,Graduate,Low,Rural,Teacher,11.51
Female,School,Middle,Urban,Government Officer,24.84
Female,Graduate,Low,Rural,Doctor,18.57
Male,Postgraduate,High,Rural,Teacher,5.51
Male,Postgraduate,High,Urban,Farmer,10.66
Male,School,High,Urban,Teacher,8.38
Female,Postgraduate,Low,Urban,Software Engineer,18.62
Male,School,High,Urban,Doctor,33.51
Female,School,Middle,Rural,Doctor,23.81
Male,Postgraduate,Middle,Rural,Business Owner,11.58
Male,Postgraduate,High,Urban,Teacher,5.59
Male,Postgraduate,Middle,Rural,Business Owner,13.32
Female,Postgraduate,Low,Rural,Teacher,11.55
Female,Postgraduate,Low,Urban,Software Engineer,15.38
Female,Postgraduate,High,Rural,Software Engineer,24.36
Male,Postgraduate,Middle,Rural,Government Officer,18.22
Female,Graduate,Middle,Rural,Teacher,13.58
Female,School,High,Urban,Teacher,6.62
Male,School,Low,Rural,Doctor,30.14
Male,Postgraduate,High,Rural,Doctor,33.65
Female,School,Middle,Rural,Business Owner,16.9
Female,Postgraduate,Middle,Urban,Government Officer,17.28
Female,Graduate,High,Urban,Software Engineer,14.61
Female,School,Low,Rural,Teacher,5.98
Male,School,Low,Rural,Business Owner,15.71
Male,Graduate,High,Urban,Government Officer,13.86
Male,Graduate,Middle,Urban,Doctor,31.77
Female,Graduate,Low,Urban,Government Officer,24.49
Female,School,High,Urban,Business Owner,9.63
Male,School,Middle,Rural,Software Engineer,17.52
Male,Graduate,Low,Urban,Doctor,33.75
Female,Graduate,Low,Urban,Farmer,7.24
Female,Graduate,High,Urban,Doctor,25.71
Male,Graduate,Middle,Urban,Software Engineer,24.95
Male,Graduate,Low,Rural,Doctor,19.21
Male,Postgraduate,High,Rural,Business Owner,19.75
Female,Graduate,Low,Rural,Doctor,30.62
Female,Postgraduate,Middle,Rural,Teacher,6.61
Female,School,Low,Urban,Government Officer,13.44
Female,School,Middle,Rural,Business Owner,19.22
Female,Postgraduate,Low,Rural,Software Engineer,23.7
Female,Graduate,Low,Urban,Business Owner,8.46
Male,School,High,Rural,Teacher,6.42
Male,Graduate,Low,Rural,Doctor,15.96
Female,Graduate,Middle,Rural,Doctor,34.48
Male,Postgraduate,High,Urban,Farmer,7.48
Female,School,Middle,Urban,Business Owner,13.55
Male,School,Middle,Urban,Doctor,34.12
Female,Postgraduate,High,Rural,Doctor,25.09
Male,Graduate,Middle,Urban,Teacher,10.18
Male,Graduate,Low,Urban,Software Engineer,29.68
Female,School,High,Rural,Farmer,4.0
Female,Postgraduate,Low,Urban,Farmer,11.87
Male,Postgraduate,Low,Rural,Farmer,4.49
Male,Graduate,Middle,Rural,Government Officer,18.15
Female,Graduate,Middle,Urban,Business Owner,12.05
Male,Postgraduate,Low,Rural,Software Engineer,29.11
Female,School,High,Rural,Government Officer,18.31
Female,Graduate,Low,Rural,Software Engineer,10.46
Male,Postgraduate,Low,Urban,Business Owner,10.66
Female,Postgraduate,Middle,Rural,Farmer,6.88
Male,Postgraduate,Middle,Urban,Teacher,11.76
Male,School,Low,Urban,Teacher,10.62
Female,Graduate,Low,Rural,Teacher,13.5
Male,Graduate,Middle,Rural,Software Engineer,26.57
Female,Graduate,Low,Rural,Business Owner,15.09
Female,School,Middle,Rural,Doctor,26.43
Female,Graduate,Low,Rural,Doctor,20.56
Male,Graduate,High,Urban,Teacher,14.58
Female,Graduate,High,Urban,Software Engineer,11.54
Male,Graduate,Low,Rural,Doctor,22.94
Female,School,Middle,Urban,Software Engineer,23.22
Female,Postgraduate,Low,Urban,Business Owner,19.35
Female,Postgraduate,Low,Urban,Teacher,10.02
Male,Graduate,Middle,Rural,Government Officer,23.65
Male,Graduate,Low,Urban,Teacher,6.05
Female,Graduate,Middle,Urban,Government Officer,18.91
Female,School,Low,Urban,Doctor,21.32
Male,Graduate,Middle,Rural,Farmer,10.16
Male,School,Low,Urban,Government Officer,17.78
Male,Graduate,High,Rural,Farmer,7.28
Female,Graduate,Middle,Urban,Software Engineer,11.3
Male,Postgraduate,High,Rural,Farmer,6.94
Female,Graduate,Middle,Urban,Government Officer,13.05
Male,School,Middle,Rural,Doctor,20.99
Female,Postgraduate,Middle,Urban,Doctor,17.54
Female,School,Middle,Rural,Teacher,8.34
Female,Postgraduate,Low,Rural,Doctor,19.55
Male,School,Low,Urban,Software Engineer,15.7
Male,Postgraduate,Middle,Urban,Government Officer,13.93
Male,School,Low,Rural,Business Owner,13.28
Female,School,Middle,Rural,Doctor,24.95
Female,Graduate,Middle,Urban,Farmer,10.53
Male,Postgraduate,High,Rural,Government Officer,19.0
Female,Postgraduate,Middle,Urban,Teacher,7.29
Female,Graduate,Middle,Urban,Business Owner,16.83
Female,School,Low,Rural,Teacher,7.97
Male,School,Middle,Urban,Software Engineer,25.13
Female,Postgraduate,Middle,Rural,Teacher,8.87
Male,School,High,Urban,Government Officer,18.68
Male,Postgraduate,Low,Urban,Business Owner,14.05
Male,Postgraduate,Low,Urban,Teacher,14.56
Male,School,High,Urban,Teacher,6.54
Male,School,Middle,Urban,Farmer,11.45
Female,School,High,Urban,Farmer,8.06
Male,Graduate,Low,Urban,Software Engineer,29.87
Male,Postgraduate,High,Urban,Government Officer,19.45
Male,School,Low,Urban,Teacher,11.56
Female,Graduate,High,Urban,Government Officer,21.74
Female,School,Middle,Urban,Doctor,31.44
Female,Postgraduate,Middle,Urban,Software Engineer,19.55
Female,Graduate,Low,Rural,Farmer,9.11
Male,Postgraduate,High,Rural,Software Engineer,22.3
Male,School,Low,Urban,Software Engineer,18.14
Female,School,Middle,Urban,Government Officer,22.67
Female,School,Low,Rural,Farmer,4.73
Female,Graduate,Middle,Urban,Farmer,4.5
Female,Graduate,Low,Urban,Teacher,12.36
Male,Graduate,High,Urban,Teacher,11.37
Female,Graduate,Middle,Rural,Government Officer,16.13
Female,School,Low,Urban,Government Officer,20.26
Female,School,Middle,Rural,Doctor,30.41
Female,School,High,Rural,Business Owner,10.6
Female,Graduate,Middle,Urban,Business Owner,14.98
Female,Graduate,High,Rural,Software Engineer,26.49
Female,School,Middle,Rural,Teacher,9.11
Male,School,High,Rural,Farmer,8.15
Male,Graduate,Middle,Urban,Software Engineer,11.57
Male,Postgraduate,High,Urban,Farmer,10.47
Male,School,Low,Rural,Teacher,12.96
Male,School,Low,Urban,Teacher,9.56
Male,School,Middle,Rural,Doctor,17.38
Female,Graduate,High,Urban,Government Officer,20.59
Female,School,Low,Urban,Government Officer,19.45
Male,School,Middle,Rural,Government Officer,23.95
Female,School,Low,Urban,Business Owner,11.36
Male,School,High,Rural,Government Officer,12.42
Female,School,Middle,Urban,Business Owner,11.06
Female,Postgraduate,High,Rural,Farmer,6.85
Female,Postgraduate,High,Urban,Software Engineer,13.11
Female,School,High,Rural,Business Owner,19.76
Female,School,Low,Urban,Teacher,7.22
Female,School,Middle,Urban,Doctor,28.56
Male,School,High,Rural,Doctor,24.08
Male,Graduate,Low,Urban,Teacher,10.55
Female,Graduate,High,Rural,Farmer,11.39
Male,Graduate,Low,Urban,Software Engineer,20.63
Female,Postgraduate,Middle,Rural,Doctor,21.1
Male,School,Middle,Rural,Teacher,7.21
Female,Graduate,Middle,Rural,Doctor,32.84
Male,School,Middle,Rural,Business Owner,19.84
Female,School,High,Rural,Farmer,5.27
Male,Postgraduate,Low,Rural,Doctor,29.44
Female,Postgraduate,Middle,Rural,Farmer,7.55
Male,Graduate,High,Rural,Farmer,9.29
Female,Graduate,Middle,Urban,Business Owner,19.57
Female,Postgraduate,Middle,Urban,Farmer,5.48
Female,Postgraduate,Middle,Urban,Business Owner,16.88
Male,School,Low,Urban,Doctor,23.76
Male,School,Low,Rural,Doctor,28.05
Male,Graduate,Low,Rural,Farmer,6.66
Female,Graduate,Middle,Urban,Business Owner,16.5
Male,Postgraduate,High,Urban,Doctor,21.75
Female,Graduate,High,Rural,Farmer,7.4
Male,School,High,Urban,Software Engineer,24.18
Male,Postgraduate,Middle,Rural,Government Officer,12.56
Male,School,Low,Urban,Government Officer,16.27
Male,Postgraduate,High,Rural,Teacher,10.46
Female,Postgraduate,Middle,Rural,Farmer,3.67
Male,School,Middle,Urban,Government Officer,21.14
Male,Graduate,High,Urban,Software Engineer,26.27
Female,Graduate,High,Rural,Farmer,4.47
Female,Graduate,Middle,Urban,Government Officer,21.54
Male,Graduate,High,Urban,Government Officer,20.4
Male,School,Middle,Rural,Software Engineer,18.22
Female,Postgraduate,High,Urban,Business Owner,9.98
Female,School,Low,Urban,Government Officer,24.41
Female,Graduate,Middle,Rural,Teacher,9.64
Male,Graduate,Low,Rural,Government Officer,14.39
Male,School,High,Rural,Government Officer,21.34
Male,Postgraduate,Middle,Urban,Software Engineer,22.16
Female,School,High,Rural,Software Engineer,26.32
Female,School,Middle,Urban,Farmer,11.96
Female,School,High,Urban,Teacher,5.45
Male,Postgraduate,Low,Urban,Doctor,29.79
Female,School,Low,Urban,Software Engineer,29.78
Male,School,High,Rural,Doctor,25.76
Female,Graduate,Low,Urban,Teacher,12.16
Male,School,Low,Urban,Government Officer,17.73
Male,Graduate,High,Urban,Farmer,6.21
Female,Graduate,Middle,Rural,Government Officer,21.05
Male,Graduate,High,Rural,Farmer,11.89
Female,Postgraduate,Middle,Rural,Doctor,16.83
Male,Graduate,Low,Urban,Teacher,9.22
